Twitler,Durum
aldigim urun kalitelisini begenmedim diye iade ettim kutusu acilmis diye kabul etmediler kutusunu acmadan nasil kontrol edebilirim anlamiyorum   kullanmadan  ya teslim ettim kapidan cikmadan kargonuz yola cikti msji geldiresmen dolandiricilik yapilan ,0
"bizim daire kapisinin kargo alma gibi bir super gucu var peki sizin daire kapisinin super gucu nedir 
 
 
 ",0
su kazaklara hergun bakip bakip alamiyorum ne guzel hayatim var benim yaa ,0
  abi siz sakamisiniz bir mont 9 binl olur mu lan asgari ucretten daha fazla allahim kafayi yicem ,0
sakasiz 15 gundur bir taytin bedenini bekliyorum yeto yani acil xl   ,0
"trendyol trendyoldestek  
guvenilir bir marka oldugunuz icin sizden alisveris yapiyorum fakat saticiniz bizi dolandiriyor",0
neden cunku tedarikciniz kurye yonlendiremiyormus bu durumda bir degisiklik yaptiramiyormussunuz cunku prosedurunuz boyleymis tedarikciniz ayipli mutfak urunu satiyor ama musteriniz olarak hem madden hem de zaman acisindan ben magdur oluyorum ,0
tedarikciniz adinda mutfak gecen urunu pasli gonderiyor ama ben iadesini yapmak icin kutulanmadan tarafima gonderilen urunu ambalajlamak arabama binip mesai saatleri icerisinde kargo subesi arayip bulmak sira beklemek kargomu kabul ettirmek zorunda birakiliyorum ,0
evimle   arasinda 700 m var ve biz cingeneyiz siz padisahsiniz oyle midonus yapmak icin iade gununu bekliyorsunuz ustelik  iade edilirse odememi taksitle geri verecekmis sirada btk sikayeti var o halde trendyol yurticidestek yurticikargo,0
gece verdigim siparisleri goremiyorum trendyol ,0
kendi urunlerinden bile kargo ucreti alan buyudukce cimrilesen kullanimi zor olan bi bir eticaret sitesine donustu trendyol  ,0
 trendyol 100 tl ustu kargo bedava yapmis yani diyor ki mecbursunuz 100 tl ve  ustu als veril yapmaya artik cok mecbur kalmadigim surece ben de alis  veris yapmayacagim ,0
"alma mazlumun ahini cikar aheste aheste
 
 
",0
"trendyol yemek neden acilmiyor trendyol yemek kapali mi aciklama geldi
   

 ",0
 isi somuruye cevirdiasla alisveris yapmayacagimkimbilir bize ne kastilar da bilemedik  ,0
siparisimi kac gundur ayni subeler arasinda dolandiran aradigimda sorununuzu cozecegiz deyip bir haftadir hic bir sey yapmayan iptal etmek isteyince kargodaki urunun iptali yok diyen bi kurum resmen dalga geciyorlar trendyol  ,0
 dan ne zaman urun alsam hep teslim edildi bilgisi geliyor fakat urun ortada yok bugun 5 urunum teslim edildi girildi  se yarin elinize gelir diyor neden o zaman teslim verildi yaziyorsunuz biz bunu her defasinda yasamak zorunda miyiz ,0
trendyola iade ettigim ayakkabi kargodan cikmamis beni kargo sirketlerinin ve kendi musteri hizmetlerinin arasinda 400 tl icin surunduruyorlar boyle rezalet gorulmedi yillardir alisveris yaparim yapmayin yaptirmayin  ,0
trenyol malesef pismanliktrendyol uzerinden 2 kez farkli saticilardan ayni urunu alip defalarca istedigim urunu belirtmeme ragmen 2 kez hatali urun gonderimi oldukonuyu trendyola anlatinca napalim olur boyle vakalara getirditrendyol pismanliktir,0
 dan aldigim urunu iade ettim bos urun geldi diyip paramizi iade etmiyorlar kargo firmasi alan kisinin adini ve desi bilgisi kamera kayitlarini bile paylasirken nasil bos gonderim gonderim diyebiliyorsunuz  ,0
 alisverisi yaptim kargolari sevincle actim ama su meme detayi beni mahvediyor ,0
trendyol marketten siparis verdim bambaska bi siparis geldi domates ve kestane ben de sinirlendim kestaneyi yedim bence hakliyim ,0
trendyol 2292547455 numarali siparisimi alip 2 gun sonra neden iptal ettiniz acabaeger orada satilik ise ve alabiyorsam gondermek zorundasiniz cimer ve tuketici mahkemesi tum haklarimi kullanacagim bilginiz olsun  tuketicibasvuru,0
lutfen kimse trendyol bu sacma cekilisine inanmasin  bir tane bile cekilisi kazanan yok herhalde    ,0
trendyoldestek iki urunu ayri ayri ekledigim hali ile yuzde elli indirim uzantisindan ekledigim sepet tutarlari arasinda 10 kusur lira fark var ve bu kucucuk indirim yuzde elli indirimmis gibi yansitiliyor  resmen yaniltma bu,0
iki dunya bir araya gelse trendyol dan bir daha giyim alisverisi yapmam mallar kotu renk veriyor herkes yazmis ama trendyol buna goz yumarak iadeyi de yapmiyor butikler konusunda  sorunlu kendilerine ceki duzen vermezlerse grafiklerde bunu goreceklerdir,0
bana trendyol iadeden biri lazim kimseye ulasamiyorum ,0
tv reklamlarinda sicacik micacik diye reklam vereceginizeanlasmali oldugunuz is yerine 35 tl lik buz gibi lahmacun getirmemeleri konusunda aksiyon alin ki para verip birde ustune rezil olmayalim ne dersiniz  ,0
 06012023 cuma gunu trendyol uygulamasi uzerinden 1 adet remta marka 23 litre cift demlikli 17898600961305095844 siparis nolu urun basvurusunda bulundum urun 09012023 tarihinde elime ulasti ulasan urun eksik kontrol sifir,0
tum indirimlere ek 60 indirim diye yanlis yazmissiniz tum indirimlere ek 60 zam yazmaliymissiniz englishhometr  ,0
tcbetul trendyoldestek  musteri ile ne yazistiniz ne konusuldu onlari dinleyip oyle cevap verin insanlari germenin alemi yok bu gorusme kayitlarini da tutmuyorsaniz diyecek bisey yok hesaplarimizi kapatip gideriz,0
trendyol milladan aldim 2239873440 teslimat numarali pembe kazagim defolu geldi urunu iade aliyorlar fakat urunu indirimde aldim simdi yenisini gonderirken ayni fiyata mi alicam trendyol trendyoldestek    ,0
ekim ayinda  araciligi ile bir firmadan deterjan almak istedimdeterjanimin yerine bu kaban geldiiade icin musteri temsilcisini aradim herkes bir yere yonlendirdi sonuc yokiade icin muhatap bulamiyorum  deterjandan vazgectim bu montu da istemiyorum ,0
 uygulamasi sacmaligi defosu vs var diye iade ettiginiz siparislerinizden hizmet bedeli diye para kesmek ustelik rakamina gore 200 liraya kadar hizmet bedeli oduyorsunuz oldu ki urun denildigi gibi degil vay halinize boyle sacmalik mi olur   rezillik,0
10gun once aldigim sprey 43 lira zamlanmis ama sorarsan son 1 ayin en dusuk fiyati  ,0
 adiniz kullanilarak param guvende linkleri ve kullanici bilgileri hackleniyor insanlar dolandiriliyor ve siz hic bir sekilde uyeleriniz uyarmiyor musteri hizmetlerini aradigindada hep uyeler suclaniyor    ,0
" dan satin son 4 siparisimde de yanlis urun yollandiben mi sanssizim anlamiyorum satan firmalar ile irtibata geciyorum ve o kadar ilgisizler ki
yani bir internet sitesi populer oldukca zaten cok musterimiz var kafasiyla 12 ne kaybederiz diye mi hareket ediliyor",0
trendyol insanlari aptal yerine koymaktan vazgec artik   trendyol trendyolyemek ,0
pastaneden aldigim tekli pasta 50 tl ayni pastayi ayni pastaneden trendyol araciligiyla soyledigimde 75 tl bence trendyol biraz fiyatlari dusurmesi lazim ,0
trendyol sahte urun satiyor dolandiricilik yapiyor gelen sikayetlere ragmen buna devam ediyor ben dolandirildim siz dikkatli olun  ,0
bu makine turkiye nin hic bir yerinde bu fiyatta degil satici  serbest piyasa mi diyor ben kotu niyet seziyorum  trendyoldestek trendyol ,0
"alisveris batakligindan nasil cikabilirim trendyol sal beni kardesim iliskimiz kotuye gidiyor

",0
kargomu neden gezdiriyosunuz djjdjgf  ,0
trendyol yemek kullaniyorsaniz sizin de siparisiniz 1 saatten fazla bekletilip sistem tarafindan otomatik iptal edilebilir yogun saatlerde kullanmanizi tavsiye etmiyorum  trendyoldestek,0
cm yetkilisi kargo kaynakli diyor kendi bunyelerindeki kargonun bile hatasini ustlenmiyorlar rezalet ustune rezalet  ,0
trendyoldestek trendyol yasadigim bolgeye dagitim yapmayan kargo firmalari ile gonderi yapiyor suratkargo dagitim yapmadigi adrese kargo kabul ediyor kargom ikinci defa ayni sebeple elime ulasmiyor yetkilileri goreve davet ediyorum  ,0
 ve  magdur edip sonucu da maalesef ile gecistiriyorlar 15 gundur bekledigm urun bana haber verilmedn iade edilmis ve ustune simdi daha pahaliya alacagimbenim cebimden cikacak fazla tutari magduriyetimi kim karsilayacak maalesef demekle bitmiyor is,0
yemek siparisi verdim ac kaldim kurye aradi siparisi gel al oraya teslim etmeyecegim dedi trendyol birsey yapamayiz yolda gozukuyor dedi parami iade etmedi kofteciyusufa ulasamadim bile trendyol trendyoldestek  kofteciyusuftr ,0
kuyruk yagi olarak gelen urfa  trendyoldestek trendyol dolandiricisiniz ,0
verilen siparis kokulu  gelen sacma sapan kokusuz kalitesiz tuvalet kagidi  trendyol  misiniz   ,0
trendyol bu gun verdigim urfa siparisi de sadece kuyruk yapi geldi  kalite dustu ,0
3 gun once hatali tuvalet kagidi geldi hala duzeltecekler   trendyol,0
"trendyol elite icin
kpssden 90 alma sarti eksik kalmis 
gittikce sacmaliyorsunuz
100tl den az yemek siparis edince puan da yok
ve kazanilan tek ayricalik 100 tl ustune bedava kargo ve musteri hizmetlerine oncelikli baglanma 
trendyol
trendyoldestek ",0
" bir moto kurye arkadasimizi daha kaybettik artik yeter 

istanbulda  kuryesi 19 yasindaki yusuf ugur uzunsakaloglu makas atan bir aracin carpmasi sonucu hayatini kaybetti

calisirken olmek istemiyoruz


 ",0
arkadasim siz haplimisiniz benim bahsettigim sey ile senin yazdigin sey ne nasil bir musteri memnuniyeti bu 2 temsilci suratima canli destegi kapatiyor sorunu cikaran sizsiniz cozumu bilmiyorsunuz ve kaciyorsunuz trendyol ,0
trendyoldestek 4 haftalik mucadele basarisiz olarak sonuclandi  da satici olmak gunlerinizi haftalarinizi heba edip is bilmez birinin gorselde logo olmadigi halde gorselde logo var diyerek urunlerinizi satisa kapatmasyla sonuclanir trendyol trendyoldestek,0
ben hayatimda bu kadar sacma sapan kendimin zihnimin hakarete ugradigi bir durum daha yasamadim yaziklar olsun      ,0
trendyol yasadigim bolgeye dagitim yapmayan kargo firmalari ile gonderi yapiyor suratkargo dagitim yapmadigi adrese kargo kabul ediyor kargom ikinci defa ayni sebeple elime ulasmiyor yetkilileri goreve davet ediyorum  ,0
 musteriye hic bir sekilde geri donmeyip surundurmek sirket politikaniz olmus bir daha hayatta alisveris yapmam,0
  isimli kendi hatalarini musteriye mal eden dolandirici kalitesiz bir satici ,0
 da  saticisi tam bir dolandirici siparis ettigim urun yerine alakasiz bir urunu gonderdilerkendi hatalarikendi kalitesiz hizmetleri olmasina ragmen iade icin adresten teslim alinmasi gereken yanlis gonderdikleri urunu musterinin gondermesini istiyorlar,0
trendyol  cekilisler neden paylasilmiyor cakan urunler kime gidiyor bu isin pesine dusup cimer e kadar gidicem yada bana bir araba cikana kadar,0
"trenyol express pismanliktir
once kargonuzu kaybederler
paranizi 10 gunde iade yapmazlar
yeni siparis verirsiniz allah bilir kac gunde gelir

trendyol 
",0
  kulaklik siparisimde gelene bakar misiniz  2 gun bekledim bosuna bir daha bir seye cok heveslenmicem ,0
her indirim doneminde guncellenemezsin  trendyol,0
trendyol iyi aksamlar trendyol uzerinden isitici aldim 10 gun oldu ve su an calismiyor 1 saattir musteri temsilcine ulasmak istiyorum muzik dinleyip duruyor sinirlerim bozulmaya basladi ,0
trendyol  hangi hakla daha once 100 kere geldiginiz adrese simdi siteye bile ugramayip size ulasamadik diye siparisimi teslim etmeyip parayi geri iade etmezsiniz mcdonaldstr calistiginiz kurye firmalarini iyi secin  ,0
yine bir  klasigi yasaniyor 3 parca sebze poseti yerine baskasinin gun posetini teslim edeli 24 saat oluyor yaklasik ben elalemin simitleri erimesin diye buzlukta bekletiyorum ve bir saniyelik hata binlerce saniyedir kurye atanmasini bekledigimiz icin cozulemiyor,0
magandaya 45dk sonra gelen pismanlik olay yerine donuyor o pismanligi simdi gotune sok ona carptigin ayni gun ve ayni saatte kuzenim yusuf hayata gozlerini kapatiyor yusuf artik yok umarim biraz da olsa adalet vardir     ,0
rahsangulsan hepsiburada trendyol  uzerinden aldigim urun herseyi ile sahte olmasina ragmen iade edebilirsiniz konu bizlik degil deniliyor neden satisina onay veriyorsunuz magduriyetimi giderin orjinalini talep ediyorum dedigimde iade edin cevabi geliyor bes para etmez insan soyma mantigi degismiyor,0
trendyol dan krem aldim clinique marka ulan bu nasil krem cildimi mahvetti geri versem parami verirlermi sanmam nerde kacak urun var trendyol da rezalet cok dikkat edin direkt gidin markadan alin urunu ,0
destek personeli yetkisiz kayit bile acamiyor surekli maalesef kayit acma yetkimiz yok diyor  soyle ki gozluk satin 2 ay kullansin ve kirin sonra kusurlu urun diye kayit acinca trendyol size ya degisim ya ucret iadesinden baska secenek sunmuyor trendyoldestek  ,0
restorant evin dibinde doner fiyati 29 tl kocaman pankartlari var adamlarin 29 tl lik urunu 48 den 36 ya inmis gibi gostermeye utanmiyor musunuz  ,0
   kullanan herkese sunu soyleyebilirim artik ciddi anlamda kitlesel olarak  a gecmenin vakti gelmistir 1 gun gec gelir 40 l fazla verirsiniz belki ancak asla dolandirilmazsiniz  en iyisidir,0
"trendyol 
 pismanliktir 2023 yilinda bizi kalitesizlige mahkum ettiginiz icin cok tesekkurler sorunsuz hicbir siparisimi teslim alamadim urunu adresime isterim subeye gonderirsiniz cok uzun sureler siparisimin gelmesini beklerim vs basarilarinizin devamini dilerim",0
"profesorfacia bakan getir kuryesi reklam figurani olmus ya kac para yada getirin gizli ortagi mi
dbdevletbahceli  rterdogan 

 
   ",0
 almayin ya kimseye cikmaz bu cekilisler yalandan hikaye araba cikan gizledi diyelim kulaklik cikan da gizlemez ya trendyol,0
" elite olmayi daha ne kadar zorlastiracaksiniz kpssden 90 alma sarti felan da getirin istersiniz
 para verip premium olmak daha mantikli ve daha fazla avantaji var
trendyoldestek trendyol 

hepsiburada bn bundan sonra sizden devam",0
 son zamanlarda siparis verme asamasinda hata veriyor siparis verilemiyor ama hesabimizdan para cekiyor cok sik olmaya basladi ve arayinca 10 gun icinde iade olur diyorlar benim param 10 gun niye trendyolda kaliyor  bu paralari ne yapiyor ,0
14 ekimde alinan urunun fiyati resimde mevcut ve o tarihte dolar kuru 1859 ikinci resimde ise urunun suan ki fiyati gorunuyor simdi soruyorum size  ve  gecen 2 aylik surede ne oldu da urunun fiyati 3katina cikti dolar ve euro 30 lira mi oldu ,0
 siparis verildikten sonra siparis kargo surecinde tekrardan geri gonderiliyor alinan yere ve neredeyse 10 gun bekletiliyor sordugunuzda da kargonuzun basina bir sey gelmistir de o yuzden geri gonderdik para iadesi yapilacak deniliyor 1015 gun boyunca magdur ediliyoruz,0
"yemek fiyatlari bir gecede ucmus 



tcbestepe
denetim gelsin 

 ",0
 bu nasil bir mebla10 milyona testere ,0
" favori listeme ekledigim her urunun fiyati bir gunde en az 20 zamlanmis 

altnyldzclsscs basit tisortler 8990tl iken bugun 10990tl

hosgeldin 2023",0
 yaptiginiz isten memnun musunuz ki bu ise yaramaz urunun arkasinda duruyorsunuz ,0
agahergin getir getircarsi bende az once abi trendyoldan siparis vermeye calisiyorum isleminiz zaman asimini ugramis diyor 5 sefer denedim olmadi ama hesabimdan 2 sefer para cekimi olmus ariyorum 213 gun icinde iade olacak diyor bunlar degisik ve sacmalar abi  trendyol,0
gecen sene verdigim siparisin kargosu hala gelmedi  ,0
0015 de trendyolda arkadasimin gonderdigi urune bakayim dedim 100tl uzeri kargo bedava olmus benim icin yilin ilk zammi ,0
hic bir seye zam gelmese bile komisyonlar oranlari ve kargo ucretleri artis gosterdi ticaret       ,0
trendyoldestek adres dogru fakat konum yanlis oldugu icin 150 tl mi yediniz evimi degistirdim konum eski adreste kaldi ne urun geldi ne para iadesi yazik degil mi para kolay kazanilmiyor madem ni hata var bari yarisni kesin paranin ,0
"dolap uzerinden 25122022 tarihinde sattigim urun halen aliciya ulasmamistir bu sorun satici ve aliciyi magdur etmistir ivedi olarak cozume kavusturulmasini rica ediyorum
dolap_com trendyol   ",0
 neden saticinin yaptigi hatayi gizlemeye calisiyorsunuz yaptigim satici yorumunu neden yayinlamiyorsunuz yaptiginiz gercekten buyuk ayip utanmadan bu mesaji bana yolluyorsunuz ,0
 iyice rezil  hale getirdiniz   e ticareti urunu satiyorsunuz kargo umrunuzda degil uyeligimi ve tum siparislerimi iptal ediyorum,0
 trendyol  teslimat diye size pahaliya urun satarsa sakin kanip almayin urunum 3 gundur cikis noktasinda  te bekliyor 5 gun sonraya teslim gunu veriyor destege baglandim bir de bu konuda sikayet almiyoruz demesinler mi dupeduz gucu kotuye kullanmak,0
magazalarin kendi internet siteleri alisverisde daha guvenilir sorun cozmede cok daha pratik kesinlikle  trendyol  gibi sizi magdur edecek sitelere guvenmeyin ,0
  solar lambaniz hic yanmadigi halde tarafima saglam diye iade ediyorsunuz dbevletbahceli  realdonaldtrump hulyaavsarr profdemirtas vozgur2 armagan_caglaya vahitkirisci varank,0
"trendyol 2 gun once 330 tl favoriledigim urun simdi 379 tl ve yaninda yazan su son 30 gunun en dusuk fiyati
ne bu yalan dolan 
",0
"trendyol hesapimda aski alindi 2 hafta ugrasiyorum ama musteri hizmetleri hic ilgilenmediler 9 yildir elite uyeyim trendyoldan hesabimi tekrar acmasini istiyorum 
  


 trendyol trendyoldestek ",0
kargom butun istanbulu gezdi bi bana gelemedi trendyol  ,0
bu urunu 2 ay once almistim bir bakayim dedim 2 ayda ne degisti ustune 1820 tl zam geldi bu bilincsizce yonetilen eticaret  firmalari aci bir fatura ile karsi karsiya gelmeli  bence denetim sikilasmali  trendyol  ticaret     ,0
trendyol kargolara fahis oranda zam yapmis ,0
 dan kargom bos olarak geldi kargo paketini bos olarak yollayan insani tebrik ediyorum paketin uzerine kagidi yapistirirken hic mi anlamamis ,0
 gelmeyen urunumu anlastiginiz agt kurye diye sacma bir kargo sirketi urunumu gelmis olarak gosteriyor,0
" 1412de mail atiyor vade sureniz 14 gun oldu diyor

bugun mail gelmis yeni kanun cikmis ve vade suresi tekrar 28 gune cikmis kimse bu duruma itiraz etmiyor sebep ne 

eticaret isi artiyorken birileri baltaliyor ",0
trendyol resmen paramizin ustune yattiniz siparis edilen bir urunu bana getirmeden haksiz kazanc yaptiniz haram zikkim olsun    trendyoldestek,0
trendyol rezaleti  dolandirilmak hic bu kadar kolay olmamisti tesekkur  youtube araciligiyla  ,0
"ne urunum geldi ne param iade edildi 
trendyol
",0
"trendyol  calisma prensiplerine aykiri ve teslimatta hata yapan sacma sapan bir isleyisiniz var bunun hakkinda cozum odakli sifir olan bir sisteminiz var 
berbatsiniz tecrube edinmis olduk bir daha kullanmayip ve ayni zamanda kimseye tavsiye de etmiyorum  ",0
  dan alisveris yapmayin sakin hep problem eksik urun gonderirler parami alip urunler gelmiyor ve seni magdur ediyorlar,0
 pismanliktir dolandiricilar,0
"aldigim urunu yikadim kizima ilk giydirisimde fermuari bozuldudisleri dokulduiade talebim reddedildiyeniden satisa uygun degilmis
cumartesi elime ulasan urunu pazartesi giydirdimurun elimde patladi zaten kalitesiz bir urune verdigim 400l ye yazik    ",0
trendyoldestek 2 gunden uzun bir surede istanbul icindeki seyahatini tamamlayan kargom icin istediginiz zaman arayabilirsiniz kargonun bugun teslimini saglamanizi bekliyorum trendyol express gorunumlu kagni hizmeti vermeye devam ediyor  ,0
trendyol bu nedir acaba  bu sapkinliga terbiyesizlige nasil musaade ediyorsunuz ayiptir  tam bir rezillik   ,0
"trendyolda kalbi kirilan biri daha 
  ",0
bir baska  rezaleti daha parami cektiler ama siparis olusturmadilar  banka provizyon kodu alin hallederiz dendi simdi kimseye baglanmiyorum yetkiliniz nerde sizin ,0
"urun ile ilgili soru sordum cevabi bekledim cevap sonucunda almaya karar verdim ama trendyol herzaman yaptigi gibi 3x16 adet yerine 1x16 adet gonderdi sorulara neden yalan cevap veriyorsunuz

 ",0
amazonhelp amazon siz trendyoldan n11 den ve hepsi buradadan ders alin bilmiyorsunuz belli ama bu ayip degil ogrenmemek ayip turkiyede    online isinde size egitmenlik eder amerikada amazon turkiyeye gelince sacmalamaya basladi heryerde her platgormda sikayetvar,0
"  
10 dakika once verdigim siparisin hic bir sekilde adres degisikligini gerceklestiremiyorum trendyol hic bir sekilde aciklama yapmiyor dolandirildim adalet_bakanlik  tc_icisleri  etuketici  hakem_heyeti tcbestepe  trendyol",0
neredeyse 1 yili gecti  da  olmak icin cabaladim karsiliginda 75l uzeri kargo bedava ve oncelikli destek hattinin suresi sadece 3 aymis bundan sonra her urunu trendyolda aratma vakti benim icin bitmistir ,0
bu  un iade sureci rezalet saglik sorunu belirtilmesine ragmen asla yardimci olunmadi musteri memnuniyeti sifir,0
 dolap uygulamasinda virus mevcut avira programi virus var diyor trendyol dolap_com  ,0
bugun getir  si beni dolandirdi bana gelmis gibi yapti yemegimi alip evine gidip yemis        ,0
trendyol sansli cekilisten bir sey kazanan var mi dolandirildigimizi dusunuyorum neden herhangi bir yerde  aciklanmiyor kazananlar hic kimseyi gormedim bugune kadar kazandim diyen   trendyol,0
 iptal ettigim urunun para iadesini 20 gundur yapmadi rezillik,0
trendyol uygulamasi sabah telefon dinlenmedeyken 103 gb veri cekmis telefonumdan internet kotam bitmis uzerine de 2 gb ek kota harcamis arkadaslarda da ayni durum var verilerimizi kim caliyor  emniyetgm,0
"trendyol yemek tam bir pismanliksin ne duzgun calisan bir haritalandirman var  nede bilgilendirmen yeterli hem siparisimi ulastirma sormadan iptal et hemde para iadesi yapma pes  dolandiricilik
 
trendyol trendyoldestek",0
trendyol trendyoldestek dolap club puanlarinin kullanimini neden kisitladinizzaten sifirlanacak hic etik degil   ,0
 urun yorumuna sadece ceyizime aldim yazmak yasaklanip onlari yazan ablalar bloklansin lutfen ,0
 uzerinden siparis verirken dikkat toplam kismi hatali cikiyor ve odeme kismina gecince farkli bir uyari cikabiliyor trendyoldesteke bildirildi ciddi bir sonuca ulasilamadi trendyol sistemde sorun var dikkat ,0
sozde fenomenlere reklam ucreti deli gibi paralari odeyin insanlarin sgliklariyla oynamaktan hic cekinmeyin ama sizi denetlemeyen size goz yuman sizinle bir olanlarinda allah belasini versin  rtukkurumsal saglikbakanligi linkler de sacma sapan kisilerde yasaklansin,0
trendyoldestek tanimladiklari 100 tl kuponuda iptal etmisler   olmus trendyok  musteri memnuniyeti sifir,0
trendyoldan yemek soyledim ama doymadim   trendyol,0
trendyol su testlerinizi safaride de mi yapsaniz artik macte arayuz ve butonlar baya kotu  trendyoltech,0
cinden gelse daha hizli gelirdi  trendyoldestek,0
 cekilisinden kazanan oldu mu cok merak ediyorum,0
paketleri ulastiriyor gibi bir de reklam vermisler hem de twittera  ozguvene gel    ,0
turistbone dolap_com gecmis olsun benim 22 gundur kayip laptopumu resmen caldilar muhattap yok ilgilenen yok  ekspresss denen rezil firma ve buna goz yuman dolap_com  en kisa zamanda mahkeme de gorusecegiz hem hirsizsiniz hemde dolandirici ,0
sevgili  bir siparis nasil olur da 9 gunde teslim edilebilir  bi anlatin,0
    80 ayri cekilise katildim 3200 bilet aldim kulaklik bile cikmadi kazanani gormedim ,0
trendyoldestek trendyol trendyoldestek  uzerinden dolandirildim ve kimse yardimci olmuyor urunu teslim ettik dediler ve gectiler binlerce yorumu olan bi saticiydi kesinlikle buyuk bi urun almayin,0
"ya 3 gundur bir kargo istanbuldan nasil cikamiyor  trendyol express 

siz de bir bardagi 4 gunde nasil kargolayamadiniz satici linens

  ",0
"kofteci yusuf koftelerin icine kil koyarak daha lezzetli yapiyor olmali trendyoldestek 
  ",0
"hizli market aldatmacasi trendyoldestek trendyol 

3 urunun fiyati iyiydi aldik bizde sonra kontrol ettigimiz de durum cok baska indirimli fiyati oylesine gosteriyorlarmis ve haksiz benmisim indirimsiz fiyat uzerinden satiyorlarmis kartlarinizi kontrol edin  ",0
"lutfen destek olun trendyoldan  saticisindan apple watch 8 siparisim yerine bozuk para geldi hala cozum yok trendyol 
detayli bilgi bu tweetimde  ",0
"lutfen destek olun trendyoldan  saticisindan apple watch 8 siparisim yerine bozuk para geldi hala cozum yok trendyol 
detayli bilgi bu tweetimde  hayirli cumalar",0
"trendyol magazasindan trendyol saticisindan 19 aralik 2022 tarihinde apple watch series 8 45mm yerine bozuk para geldi 3 gunde cozucez dediniz 4 gun oldu hala ses yok 
trendyol trendyoldestek para iadesi degil urunumu istiyorum  ",0
trendyol ticaret alinmayan hizmetin parasini alan ve iade edemeyeceklerini soyleyen firmanin adi trendyol  ,0
"kucuk bir siparisi bile dogru duzgun alamayan sacma sapan isletmelerle ugrastiran ve iade de kabul etmeyen trendyol o kulakligi bir yerinize sokun 
pisman ettiniz
  ",0
trendyoldestek evet 10 sn icinde durumu inceledi cozdu trendyol  bunu ben zaten yukarida yazdim mail atma zahmetinde niye bulundunuz  kulkanma kullandirma ,0
 denen is guzarin yeni musteri magduriyeti ,0
trendyol dan alisveris yaparken 3 kere dusunun kargolarini depo unutuyorlar ve malesef cozum uretemiyorlar  ,0
"trendyolda

yemek icin 
minimum sepet tutati 50l 

market icin 
minimum sepet tutari 60l 

oldu

lanet olsun

",0
" 
trendyol yemekten siparis veriyoruz yarim saat gecmis biz yemegi beklerken iptal mesaji geliyor zahmet edip arayip bilgi bile verilmiyor boyle bir uygulamaya guvenip tekrar nasil siparis vereyim sildim hemen uygulamayi",0
"trendyoldestek perotti 300ml
cift cidarli kupa siparisi verdik
ona gore tutar odedik
gelen bardak 250 ml ve perotti degil
ne yapacagiz ",0
denizulke ciceksepeti eticaret gitgide kalitesini dusuruyor iade ettigim urunleri kaybetti para iadesi yapmiyor tuketici haklarina sikayet edin diyerek isin icinden cikiyor karsinizda muhatap yok olan size oluyor paraniz gasp ediliyor artik internetten cop almam,0
siparisleri beklerken zaman hic gecmiyor gibi hisseden sadece benmiyim    ,0
 kadar sahtekar bir platform daha gormedim yorum yaptiriyor puan verecegiz diye ama asla puan vermiyor zerre utanma yok nasil olsa babasinin ciftligi ya burasi turkiye cebimizden fazla para ciksin diye yemedigi halt kalmadi ustune fenomenleri zenginlestirdi siliyorum,0
"bugun trendyolyemek siparis verdimkonum yanlis oldugu icin bulamayip adrese bakmaya da tenezzul etmeyen kuryeci yuzunden ne yemegimi yiyebildim ne de parami iade alabildim
trendyolyemek ten siparis verirken iki kere dusunun
 trendyol  ",0
" dan bir urun alirken 10 defa dusununben magdur oldum baskalari magdur olmasinmont aldim 2 gunde fermuari bozuldu ne tamir ne iade hicbirsey yapmiyorlarlutfen daha cok insanin gormesi icin paylasin     
  ",0
isciligi katmadigim halde en dusuk170 tl maliyetle hazirlanan bir urunu alt kullanici 120 tlye nasil satabiliyor adam 120 tlye salatalik gonderse yorum benim urunumde de gorunuyor emege saygisizlik disinda bir sey degil ,0
 buy box sistemi kadar sacma bir sey yok sozde kullanicilarin daha ucuza bulabilmesi icin yardimci bir sistem ama alt kullanicilarin emek hirsizligindan baska bir sey degil benim cektigim sopladigin fotografi kullanip alici kandirmak icin yaratilmis sanki,0
neden kimse trendyol un hem saticidan hem de musteriden ust uste 2 defa kargo ucreti almasini dile getirmiyor bu hem musteriyi hem de satici dolandirmak degil mi sahsi olarak mutlaka gerekli yerlere sikayette bulunacagim   ,0
" 
18066344318 nolu siparisimin faturasini
gondermiyorsunuz",0
 siparisi ver motoru kuryelerin cani istezse teslimat yapmasin sen paranin geri odenecegi tarihi bekletrend yol motorcu cetelerin boyundurugunda,0
ceyiz icin urun alanlar yorum yapmasalar olur mu  kutu acilmamis kenara koymus fotosunu paylasip ceyizim icin aldim henuz acmadim simdilik iyi gorunuyoryorumu okudum az once ,0
bu trendyol fotografli yorumlari saka miiii bir de onaydan geciyor bunlar ahshshhsjsjwjsj  ,0
30000 tl ye kargo ekleyen koca yurekli saticimiz wsdksskd  ,0
 siparisimi eksik getirdiniz ve teslim etmeyi reddediyorsunuz sebep kurye yonlendirmiyoruz siparisin yarisi yok sizin isiniz siparis teslim etmek degil mi kardes ucret iadesi ne ben parasini odedigim urunleri istiyorum,0
